Number,Title_URL,Title,Author,minirating
313,https://www.goodreads.com/book/show/16200.Ella_Minnow_Pea,Ella Minnow Pea: A Novel in Letters,Mark Dunn," 3.88 avg rating — 30,849 ratings"
314,https://www.goodreads.com/book/show/14758.In_Her_Shoes,In Her Shoes,Jennifer Weiner," 3.80 avg rating — 199,690 ratings"
315,https://www.goodreads.com/book/show/140079.Definitely_Dead,Definitely Dead (Sookie Stackhouse #6),Charlaine Harris,"really liked it
 4.00 avg rating — 194,271 ratings"
316,https://www.goodreads.com/book/show/6433752-the-lacuna,The Lacuna,Barbara Kingsolver," 3.77 avg rating — 64,063 ratings"
317,https://www.goodreads.com/book/show/6512154-zeitoun,Zeitoun,Dave Eggers," 4.05 avg rating — 73,541 ratings"
318,https://www.goodreads.com/book/show/9503.Saving_Fish_from_Drowning,Saving Fish from Drowning,Amy Tan," 3.44 avg rating — 29,712 ratings"
319,https://www.goodreads.com/book/show/472343.Duma_Key,Duma Key,Stephen King," 3.95 avg rating — 103,124 ratings"
320,https://www.goodreads.com/book/show/248787.The_World_Without_Us,The World Without Us,Alan Weisman," 3.80 avg rating — 38,255 ratings"
321,https://www.goodreads.com/book/show/9799.The_Fortress_of_Solitude,The Fortress of Solitude,Jonathan Lethem," 3.83 avg rating — 22,220 ratings"
322,https://www.goodreads.com/book/show/38657.The_Stolen_Child,The Stolen Child,Keith Donohue," 3.72 avg rating — 10,896 ratings"
323,https://www.goodreads.com/book/show/14280.Runaway,Runaway,Alice Munro," 3.98 avg rating — 20,804 ratings"
324,https://www.goodreads.com/book/show/104189.Same_Kind_of_Different_as_Me,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall," 4.19 avg rating — 82,080 ratings"
325,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson," 4.35 avg rating — 297,052 ratings"
326,https://www.goodreads.com/book/show/139087.The_Line_of_Beauty,The Line of Beauty,Alan Hollinghurst," 3.72 avg rating — 24,149 ratings"
327,https://www.goodreads.com/book/show/3473.A_Walk_to_Remember,A Walk to Remember,Nicholas Sparks," 4.18 avg rating — 686,249 ratings"
328,https://www.goodreads.com/book/show/775346.The_Little_Friend,The Little Friend,Donna Tartt," 3.46 avg rating — 51,239 ratings"
328,https://www.goodreads.com/book/show/13529.March,March,Geraldine Brooks," 3.74 avg rating — 56,830 ratings"
330,https://www.goodreads.com/book/show/7039.Tears_of_the_Giraffe,Tears of the Giraffe (No. 1 Ladies' Detective Agency #2),Alexander McCall Smith," 3.97 avg rating — 49,760 ratings"
331,https://www.goodreads.com/book/show/493456.Extras,"Extras (Uglies, #4)",Scott Westerfeld," 3.60 avg rating — 106,639 ratings"
332,https://www.goodreads.com/book/show/16788.Fragile_Things,Fragile Things: Short Fictions and Wonders,Neil Gaiman," 3.94 avg rating — 66,959 ratings"
333,https://www.goodreads.com/book/show/40317.Lean_Mean_Thirteen,"Lean Mean Thirteen (Stephanie Plum, #13)",Janet Evanovich," 4.09 avg rating — 88,202 ratings"
334,https://www.goodreads.com/book/show/156534.Y,"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan," 4.08 avg rating — 105,249 ratings"
335,https://www.goodreads.com/book/show/183660.Fairest,Fairest,Gail Carson Levine," 3.88 avg rating — 62,092 ratings"
336,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,"really liked it
 4.00 avg rating — 119,086 ratings"
337,https://www.goodreads.com/book/show/3086160-the-hour-i-first-believed,The Hour I First Believed,Wally Lamb," 3.81 avg rating — 58,181 ratings"
338,https://www.goodreads.com/book/show/10567.Cell,Cell,Stephen King," 3.65 avg rating — 196,287 ratings"
339,https://www.goodreads.com/book/show/91477.Fool_Moon,"Fool Moon (The Dresden Files, #2)",Jim Butcher," 4.01 avg rating — 167,715 ratings"
340,https://www.goodreads.com/book/show/5391115-the-awakening,"The Awakening (Darkest Powers, #2)",Kelley Armstrong," 4.14 avg rating — 109,960 ratings"
341,https://www.goodreads.com/book/show/6135237-south-of-broad,South of Broad,Pat Conroy," 3.81 avg rating — 42,228 ratings"
342,https://www.goodreads.com/book/show/3507.Twelve_Sharp,"Twelve Sharp (Stephanie Plum, #12)",Janet Evanovich," 4.15 avg rating — 90,390 ratings"
343,https://www.goodreads.com/book/show/315425.In_Defense_of_Food,In Defense of Food: An Eater's Manifesto,Michael Pollan," 4.07 avg rating — 105,365 ratings"
344,https://www.goodreads.com/book/show/35729.Lover_Eternal,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward," 4.34 avg rating — 175,245 ratings"
345,https://www.goodreads.com/book/show/815309.On_Chesil_Beach,On Chesil Beach,Ian McEwan," 3.58 avg rating — 79,630 ratings"
346,https://www.goodreads.com/book/show/7673244-carnal,Carnal: Somewhere Over 40 Winks,Rom LcO'Feer," 3.32 avg rating — 1,645 ratings"
347,https://www.goodreads.com/book/show/5161066-dead-and-gone,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris," 4.01 avg rating — 176,989 ratings"
348,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,Dead as a Doornail (Sookie Stackhouse #5),Charlaine Harris," 3.99 avg rating — 209,267 ratings"
349,https://www.goodreads.com/book/show/140075.All_Together_Dead,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris," 4.05 avg rating — 189,409 ratings"
350,https://www.goodreads.com/book/show/68427.Elantris,"Elantris (Elantris, #1)",Brandon Sanderson," 4.17 avg rating — 184,055 ratings"
351,https://www.goodreads.com/book/show/2536134.Gone,"Gone (Gone, #1)",Michael  Grant," 3.86 avg rating — 182,346 ratings"
352,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness," 3.97 avg rating — 158,553 ratings"
353,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,"Dead Witch Walking (The Hollows, #1)",Kim Harrison," 4.03 avg rating — 113,324 ratings"
354,https://www.goodreads.com/book/show/823.Quicksilver,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson," 3.89 avg rating — 38,328 ratings"
355,https://www.goodreads.com/book/show/6101718-the-magicians,"The Magicians (The Magicians, #1)",Lev Grossman," 3.52 avg rating — 238,847 ratings"
356,https://www.goodreads.com/book/show/231.I_am_Charlotte_Simmons,I am Charlotte Simmons,Tom Wolfe," 3.42 avg rating — 25,820 ratings"
357,https://www.goodreads.com/book/show/533465.Balzac_and_the_Little_Chinese_Seamstress,Balzac and the Little Chinese Seamstress,Dai Sijie," 3.64 avg rating — 57,773 ratings"
358,https://www.goodreads.com/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim,Dress Your Family in Corduroy and Denim,David Sedaris," 4.09 avg rating — 251,164 ratings"
359,https://www.goodreads.com/book/show/171102.The_Birth_House,The Birth House,Ami McKay," 4.02 avg rating — 39,824 ratings"
360,https://www.goodreads.com/book/show/235773.Waiting,Waiting,Ha Jin," 3.52 avg rating — 19,546 ratings"
361,https://www.goodreads.com/book/show/872333.Blue_Bloods,"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz," 3.69 avg rating — 134,890 ratings"
362,https://www.goodreads.com/book/show/3300.In_s_of_My_Soul,Inés of My Soul,Isabel Allende," 3.94 avg rating — 22,837 ratings"
363,https://www.goodreads.com/book/show/6339989-vampire-academy-collection,"Vampire Academy Collection (Vampire Academy, #1-3)",Richelle Mead," 4.61 avg rating — 33,790 ratings"
364,https://www.goodreads.com/book/show/11711.Vernon_God_Little,Vernon God Little,D.B.C. Pierre," 3.58 avg rating — 29,663 ratings"
365,https://www.goodreads.com/book/show/13521.Son_of_a_Witch,"Son of a Witch (The Wicked Years, #2)",Gregory Maguire," 3.48 avg rating — 58,443 ratings"
366,https://www.goodreads.com/book/show/24768.Pretties,"Pretties (Uglies, #2)",Scott Westerfeld," 3.85 avg rating — 235,546 ratings"
367,https://www.goodreads.com/book/show/10566.Lisey_s_Story,Lisey's Story,Stephen King," 3.68 avg rating — 68,329 ratings"
368,https://www.goodreads.com/book/show/39020.1491,1491: New Revelations of the Americas Before Columbus,Charles C. Mann," 4.02 avg rating — 69,081 ratings"
369,https://www.goodreads.com/book/show/3476.Icy_Sparks,Icy Sparks,Gwyn Hyman Rubio," 3.70 avg rating — 39,947 ratings"
370,https://www.goodreads.com/book/show/10873.Shopgirl,Shopgirl,Steve Martin," 3.42 avg rating — 35,610 ratings"
371,https://www.goodreads.com/book/show/2325825.Inkdeath,"Inkdeath (Inkworld, #3)",Cornelia Funke," 3.93 avg rating — 78,366 ratings"
372,https://www.goodreads.com/book/show/2152.The_Jane_Austen_Book_Club,The Jane Austen Book Club,Karen Joy Fowler," 3.12 avg rating — 68,065 ratings"
372,https://www.goodreads.com/book/show/43369.God_Is_Not_Great,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens," 3.95 avg rating — 92,236 ratings"
374,https://www.goodreads.com/book/show/15171.A_Girl_Named_Zippy,A Girl Named Zippy,Haven Kimmel," 3.80 avg rating — 34,288 ratings"
375,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost," 4.14 avg rating — 139,767 ratings"
376,https://www.goodreads.com/book/show/11570.Dreamcatcher,Dreamcatcher,Stephen King," 3.63 avg rating — 153,712 ratings"
377,https://www.goodreads.com/book/show/2355575.Cry_Wolf,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs," 4.11 avg rating — 88,944 ratings"
378,https://www.goodreads.com/book/show/22285.Rant,Rant,Chuck Palahniuk," 3.82 avg rating — 61,987 ratings"
379,https://www.goodreads.com/book/show/1358844.Remember_Me_,Remember Me?,Sophie Kinsella," 3.79 avg rating — 223,832 ratings"
380,https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris," 4.01 avg rating — 177,256 ratings"
381,https://www.goodreads.com/book/show/5098079-lover-avenged,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward," 4.37 avg rating — 106,395 ratings"
382,https://www.goodreads.com/book/show/385255.Random_Family,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc," 4.25 avg rating — 11,323 ratings"
383,https://www.goodreads.com/book/show/6819.Ghostwritten,Ghostwritten,David Mitchell," 4.05 avg rating — 27,037 ratings"
384,https://www.goodreads.com/book/show/34494.The_Wee_Free_Men,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett," 4.25 avg rating — 97,602 ratings"
385,https://www.goodreads.com/book/show/954674.Little_Brother,"Little Brother (Little Brother, #1)",Cory Doctorow," 3.93 avg rating — 47,652 ratings"
386,https://www.goodreads.com/book/show/6976.The_Mermaid_Chair,The Mermaid Chair,Sue Monk Kidd," 3.17 avg rating — 79,322 ratings"
387,https://www.goodreads.com/book/show/17683.Dead_Beat,"Dead Beat (The Dresden Files, #7)",Jim Butcher," 4.39 avg rating — 111,700 ratings"
388,https://www.goodreads.com/book/show/11691.Snow,Snow,Orhan Pamuk," 3.59 avg rating — 40,090 ratings"
389,https://www.goodreads.com/book/show/32506.The_Poet,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly," 4.20 avg rating — 84,863 ratings"
390,https://www.goodreads.com/book/show/144977.The_Tender_Bar,The Tender Bar: A Memoir,J.R. Moehringer," 3.93 avg rating — 31,284 ratings"
391,https://www.goodreads.com/book/show/6048530-finger-lickin-fifteen,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,"really liked it
 4.00 avg rating — 81,085 ratings"
392,https://www.goodreads.com/book/show/9355.Until_I_Find_You,Until I Find You,John Irving," 3.64 avg rating — 24,851 ratings"
393,https://www.goodreads.com/book/show/2161733.Child_44,"Child 44 (Leo Demidov, #1)",Tom Rob Smith," 4.09 avg rating — 77,661 ratings"
394,https://www.goodreads.com/book/show/18723.Brick_Lane,Brick Lane,Monica Ali," 3.42 avg rating — 28,517 ratings"
395,https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",Carrie Ryan," 3.59 avg rating — 82,545 ratings"
396,https://www.goodreads.com/book/show/24724.Drop_City,Drop City,T. Coraghessan Boyle," 3.79 avg rating — 13,198 ratings"
397,https://www.goodreads.com/book/show/179064.The_Goose_Girl,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale," 4.10 avg rating — 136,734 ratings"
398,https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes,The Complete Calvin and Hobbes,Bill Watterson," 4.81 avg rating — 35,627 ratings"
399,https://www.goodreads.com/book/show/2845024-anathem,Anathem,Neal Stephenson," 4.16 avg rating — 64,061 ratings"
400,https://www.goodreads.com/book/show/28078.The_Birth_of_Venus,The Birth of Venus,Sarah Dunant," 3.80 avg rating — 94,159 ratings"
401,https://www.goodreads.com/book/show/6137154-fire,"Fire (Graceling Realm, #2)",Kristin Cashore," 4.10 avg rating — 165,938 ratings"
402,https://www.goodreads.com/book/show/4703581-the-city-the-city,The City & the City,China Miéville," 3.90 avg rating — 56,844 ratings"
403,https://www.goodreads.com/book/show/46202.Magic_Study,"Magic Study (Study, #2)",Maria V. Snyder," 4.03 avg rating — 74,169 ratings"
403,https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare," 4.56 avg rating — 65,266 ratings"
405,https://www.goodreads.com/book/show/112750.Darkfever,"Darkfever (Fever, #1)",Karen Marie Moning," 4.07 avg rating — 161,364 ratings"
406,https://www.goodreads.com/book/show/10507.Baudolino,Baudolino,Umberto Eco," 3.75 avg rating — 20,204 ratings"
407,https://www.goodreads.com/book/show/114955.The_Arctic_Incident,The Arctic Incident  (Artemis Fowl #2),Eoin Colfer," 3.94 avg rating — 144,339 ratings"
408,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,Quidditch Through the Ages,Kennilworthy Whisp," 3.83 avg rating — 153,195 ratings"
409,https://www.goodreads.com/book/show/15925.The_Guardian,The Guardian,Nicholas Sparks," 4.15 avg rating — 162,733 ratings"
410,https://www.goodreads.com/book/show/227865.The_Eternity_Code,The Eternity Code (Artemis Fowl #3),Eoin Colfer," 4.03 avg rating — 128,192 ratings"
411,https://www.goodreads.com/book/show/88442.Austerlitz,Austerlitz,W.G. Sebald," 3.96 avg rating — 16,158 ratings"
412,https://www.goodreads.com/book/show/15096.Five_Quarters_of_the_Orange,Five Quarters of the Orange,Joanne Harris," 3.86 avg rating — 32,282 ratings"
413,https://www.goodreads.com/book/show/47624.Lirael,"Lirael (Abhorsen, #2)",Garth Nix," 4.26 avg rating — 111,155 ratings"
414,https://www.goodreads.com/book/show/11734.The_Human_Stain,"The Human Stain (The American Trilogy, #3)",Philip Roth," 3.89 avg rating — 34,313 ratings"
415,https://www.goodreads.com/book/show/89884.Eventide,"Eventide (Plainsong, #2)",Kent Haruf," 4.21 avg rating — 19,901 ratings"
416,https://www.goodreads.com/book/show/22320.Pattern_Recognition,"Pattern Recognition (Blue Ant, #1)",William Gibson," 3.85 avg rating — 46,284 ratings"
417,https://www.goodreads.com/book/show/59264.Ptolemy_s_Gate,"Ptolemy's Gate (Bartimaeus, #3)",Jonathan Stroud," 4.26 avg rating — 80,089 ratings"
418,https://www.goodreads.com/book/show/13829.Terrier,"Terrier (Beka Cooper, #1)",Tamora Pierce," 4.11 avg rating — 67,482 ratings"
419,https://www.goodreads.com/book/show/5960325-shanghai-girls,Shanghai Girls (Shanghai Girls #1),Lisa See," 3.89 avg rating — 143,594 ratings"
420,https://www.goodreads.com/book/show/285205.Blood_Bound,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs," 4.30 avg rating — 113,308 ratings"
421,https://www.goodreads.com/book/show/99383.Blood_Rites,"Blood Rites (The Dresden Files, #6)",Jim Butcher," 4.29 avg rating — 115,065 ratings"
422,https://www.goodreads.com/book/show/283494.Ironside,"Ironside (Modern Faerie Tales, #3)",Holly Black," 4.03 avg rating — 36,716 ratings"
423,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter," 3.82 avg rating — 177,321 ratings"
424,https://www.goodreads.com/book/show/1166599.The_Gathering_Storm,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan," 4.36 avg rating — 131,255 ratings"
425,https://www.goodreads.com/book/show/5664985-along-for-the-ride,Along for the Ride,Sarah Dessen," 4.06 avg rating — 187,963 ratings"
426,https://www.goodreads.com/book/show/1205297.Playing_for_Pizza,Playing for Pizza,John Grisham," 3.46 avg rating — 44,248 ratings"
427,https://www.goodreads.com/book/show/3009435-a-mercy,A Mercy,Toni Morrison," 3.68 avg rating — 23,215 ratings"
427,https://www.goodreads.com/book/show/22205.This_Lullaby,This Lullaby,Sarah Dessen," 4.02 avg rating — 172,581 ratings"
429,https://www.goodreads.com/book/show/112286.The_Lost,The Lost: A Search for Six of Six Million,Daniel Mendelsohn," 4.08 avg rating — 5,431 ratings"
430,https://www.goodreads.com/book/show/42155.Something_Blue,"Something Blue (Darcy & Rachel, #2)",Emily Giffin," 3.93 avg rating — 204,542 ratings"
431,https://www.goodreads.com/book/show/261331.The_Tea_Rose,"The Tea Rose (The Tea Rose, #1)",Jennifer Donnelly," 4.19 avg rating — 32,829 ratings"
432,https://www.goodreads.com/book/show/15158.The_Camel_Club,"The Camel Club (Camel Club, #1)",David Baldacci," 4.04 avg rating — 81,992 ratings"
433,https://www.goodreads.com/book/show/770051.Olivia,"Olivia (Olivia, #1)",Ian Falconer," 4.12 avg rating — 60,858 ratings"
434,https://www.goodreads.com/book/show/95186.The_Inheritance_of_Loss,The Inheritance of Loss,Kiran Desai," 3.44 avg rating — 47,910 ratings"
435,https://www.goodreads.com/book/show/599.Sex_Drugs_and_Cocoa_Puffs,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman," 3.73 avg rating — 67,882 ratings"
436,https://www.goodreads.com/book/show/45369.Arthur_George,Arthur & George,Julian Barnes," 3.71 avg rating — 15,171 ratings"
437,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin," 3.43 avg rating — 365,261 ratings"
438,https://www.goodreads.com/book/show/235718.Succubus_Blues,"Succubus Blues (Georgina Kincaid, #1)",Richelle Mead," 3.93 avg rating — 53,651 ratings"
439,https://www.goodreads.com/book/show/24914.The_March,The March,E.L. Doctorow," 3.74 avg rating — 11,645 ratings"
440,https://www.goodreads.com/book/show/9844.Prep,Prep,Curtis Sittenfeld," 3.40 avg rating — 61,391 ratings"
441,https://www.goodreads.com/book/show/34197014-trickster-s-choice,"Trickster's Choice (Daughter of the Lioness, #1)",Tamora Pierce," 4.21 avg rating — 64,546 ratings"
442,https://www.goodreads.com/book/show/2873.The_Virgin_Blue,The Virgin Blue,Tracy Chevalier," 3.66 avg rating — 29,787 ratings"
443,https://www.goodreads.com/book/show/12936.Gathering_Blue,"Gathering Blue (The Giver, #2)",Lois Lowry," 3.81 avg rating — 164,745 ratings"
444,https://www.goodreads.com/book/show/21326.Fables_Vol_1,"Fables, Vol. 1: Legends in Exile",Bill Willingham," 3.97 avg rating — 130,251 ratings"
445,https://www.goodreads.com/book/show/201114.Sold,Sold,Patricia McCormick," 4.22 avg rating — 51,097 ratings"
446,https://www.goodreads.com/book/show/86643.Mistress_of_the_Art_of_Death,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",Ariana Franklin," 3.92 avg rating — 35,457 ratings"
447,https://www.goodreads.com/book/show/50618.The_Book_of_Illusions,The Book of Illusions,Paul Auster," 3.85 avg rating — 21,981 ratings"
448,https://www.goodreads.com/book/show/27266.Glass_Houses,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine," 3.91 avg rating — 95,789 ratings"
449,https://www.goodreads.com/book/show/1971304.City_of_Thieves,City of Thieves,David Benioff," 4.26 avg rating — 121,463 ratings"
450,https://www.goodreads.com/book/show/829777.The_Pianist,The Pianist,Władysław Szpilman," 4.23 avg rating — 71,071 ratings"
451,https://www.goodreads.com/book/show/817791.The_Blind_Side,The Blind Side,Michael   Lewis," 4.16 avg rating — 86,355 ratings"
452,https://www.goodreads.com/book/show/91478.Summer_Knight,"Summer Knight (The Dresden Files, #4)",Jim Butcher," 4.26 avg rating — 131,708 ratings"
453,https://www.goodreads.com/book/show/4820.Mayflower,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick," 3.85 avg rating — 38,609 ratings"
454,https://www.goodreads.com/book/show/2830067-the-given-day,The Given Day (Coughlin #1),Dennis Lehane," 4.05 avg rating — 23,791 ratings"
455,https://www.goodreads.com/book/show/304027.Lover_Unbound,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward," 4.32 avg rating — 122,128 ratings"
456,https://www.goodreads.com/book/show/14975.Labyrinth,"Labyrinth (Languedoc, #1)",Kate Mosse," 3.59 avg rating — 48,583 ratings"
457,https://www.goodreads.com/book/show/61886.The_Curse_of_Chalion,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold," 4.11 avg rating — 36,504 ratings"
458,https://www.goodreads.com/book/show/7171637-clockwork-angel,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare," 4.31 avg rating — 688,102 ratings"
459,https://www.goodreads.com/book/show/3393124-max,"Max (Maximum Ride, #5)",James Patterson," 4.06 avg rating — 68,795 ratings"
460,https://www.goodreads.com/book/show/5526.Dear_John,Dear John,Nicholas Sparks," 4.03 avg rating — 547,431 ratings"
461,https://www.goodreads.com/book/show/455941.Persuader,"Persuader (Jack Reacher, #7)",Lee Child," 4.10 avg rating — 71,133 ratings"
462,https://www.goodreads.com/book/show/78508.The_River_of_Doubt,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard," 4.14 avg rating — 54,116 ratings"
463,https://www.goodreads.com/book/show/74731.The_Stupidest_Angel,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",Christopher Moore," 3.82 avg rating — 41,198 ratings"
463,https://www.goodreads.com/book/show/28249.The_Magicians_Guild,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan," 3.94 avg rating — 75,095 ratings"
465,https://www.goodreads.com/book/show/2200877.The_Sugar_Queen,The Sugar Queen,Sarah Addison Allen," 3.98 avg rating — 49,752 ratings"
465,https://www.goodreads.com/book/show/64481.A_Northern_Light,A Northern Light,Jennifer Donnelly," 3.82 avg rating — 40,953 ratings"
467,https://www.goodreads.com/book/show/34511.Monstrous_Regiment,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett," 4.18 avg rating — 64,740 ratings"
468,https://www.goodreads.com/book/show/15764.The_Amateur_Marriage,The Amateur Marriage,Anne Tyler," 3.63 avg rating — 15,386 ratings"
469,https://www.goodreads.com/book/show/40159.The_King_of_Attolia,"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner," 4.38 avg rating — 33,470 ratings"
470,https://www.goodreads.com/book/show/7443012-mid-ocean,Mid Ocean,T. Rafael Cimino, 3.99 avg rating — 443 ratings
471,https://www.goodreads.com/book/show/37586.The_Lost_Colony,The Lost Colony (Artemis Fowl #5),Eoin Colfer,"really liked it
 4.00 avg rating — 151,447 ratings"
472,https://www.goodreads.com/book/show/4701.A_Spot_of_Bother,A Spot of Bother,Mark Haddon," 3.48 avg rating — 32,954 ratings"
473,https://www.goodreads.com/book/show/395871.The_Awakening_The_Struggle,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",L.J. Smith," 3.68 avg rating — 83,119 ratings"
474,https://www.goodreads.com/book/show/91476.Grave_Peril,"Grave Peril (The Dresden Files, #3)",Jim Butcher," 4.15 avg rating — 143,219 ratings"
475,https://www.goodreads.com/book/show/93436.The_End_of_Mr_Y,The End of Mr. Y,Scarlett Thomas," 3.79 avg rating — 15,440 ratings"
476,https://www.goodreads.com/book/show/2855034-nation,Nation,Terry Pratchett," 4.08 avg rating — 32,028 ratings"
477,https://www.goodreads.com/book/show/698.Digging_to_America,Digging to America,Anne Tyler," 3.56 avg rating — 20,220 ratings"
478,https://www.goodreads.com/book/show/2227528.The_Plague_of_Doves,The Plague of Doves,Louise Erdrich," 3.78 avg rating — 13,675 ratings"
479,https://www.goodreads.com/book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson," 3.82 avg rating — 221,285 ratings"
480,https://www.goodreads.com/book/show/62530.Thud_,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett," 4.33 avg rating — 63,044 ratings"
481,https://www.goodreads.com/book/show/116296.Making_Money,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett," 4.21 avg rating — 63,058 ratings"
482,https://www.goodreads.com/book/show/5886881-dark-places,Dark Places,Gillian Flynn," 3.93 avg rating — 595,314 ratings"
483,https://www.goodreads.com/book/show/760.Memories_of_My_Melancholy_Whores,Memories of My Melancholy Whores,Gabriel García Márquez," 3.60 avg rating — 70,188 ratings"
484,https://www.goodreads.com/book/show/8664353-unbroken,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand," 4.36 avg rating — 787,386 ratings"
485,https://www.goodreads.com/book/show/114954.The_Opal_Deception,The Opal Deception (Artemis Fowl #4),Eoin Colfer," 4.03 avg rating — 132,301 ratings"
486,https://www.goodreads.com/book/show/3463.A_Bend_in_the_Road,A Bend in the Road,Nicholas Sparks," 4.03 avg rating — 138,729 ratings"
487,https://www.goodreads.com/book/show/6289283-born-to-run,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall," 4.29 avg rating — 172,205 ratings"
488,https://www.goodreads.com/book/show/1966969.Fire_Study,"Fire Study (Study, #3)",Maria V. Snyder," 3.91 avg rating — 59,029 ratings"
489,https://www.goodreads.com/book/show/4599.Carter_Beats_the_Devil,Carter Beats the Devil,Glen David Gold," 4.09 avg rating — 12,800 ratings"
490,https://www.goodreads.com/book/show/4954.You_Shall_Know_Our_Velocity_,You Shall Know Our Velocity!,Dave Eggers," 3.63 avg rating — 27,919 ratings"
491,https://www.goodreads.com/book/show/396266.The_Winter_Rose,"The Winter Rose (The Tea Rose, #2)",Jennifer Donnelly," 4.31 avg rating — 20,081 ratings"
492,https://www.goodreads.com/book/show/3181564-the-housekeeper-and-the-professor,The Housekeeper and the Professor,Yōko Ogawa," 3.97 avg rating — 33,526 ratings"
493,https://www.goodreads.com/book/show/115076.Love_Walked_In,Love Walked In (Love Walked In #1),Marisa de los Santos," 3.72 avg rating — 35,539 ratings"
494,https://www.goodreads.com/book/show/3063499-the-lucky-one,The Lucky One,Nicholas Sparks," 4.12 avg rating — 331,114 ratings"
495,https://www.goodreads.com/book/show/31623.Blow_Fly,"Blow Fly (Kay Scarpetta, #12)",Patricia Cornwell," 3.78 avg rating — 38,325 ratings"
496,https://www.goodreads.com/book/show/5548850-the-day-jesus-rode-into-croydon,The Day Jesus Rode Into Croydon,Kirk St Moritz, 3.46 avg rating — 246 ratings
496,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,An Abundance of Katherines,John Green," 3.57 avg rating — 457,650 ratings"
